Report Date	Report Range																																
10/8/2015	1/1/2011 - 10/8/2015																																
																																	
																																	
Community Summary																																	
Name	Muni	Launch Date	Property Count	Applications Submitted	Applications Approved	Applications Approved Amount ($)	Approved Projects	Approved Projects Amount ($)	Completed Projects	Completed Projects Amount ($)	Funded Projects	Funded Projects Amount ($)	Annual Energy Savings ($)	Lifetime Energy Savings ($)	Annual Energy Savings (kWh)	Lifetime Energy Savings (kWh)	Annual Water Savings (gal)	Lifetime Water Savings (gal)	Annual Water Bill Savings ($)	Lifetime Water Bill Savings ($)	Annual Emission Reduction (ton)	Lifetime Emission Reduction (ton)	Economic Impact ($)	Renewable Generation (kWh)	Therms Saved (therm)	kWh Saved	Jobs Created	kW Installed	Products Installed	Energy Efficient Products Installed	Solar Products Installed	Water Products Installed	Contractor Count
Industry	Los Angeles	5/28/2015	84	0	0	$0	0	$0	0	0	0	$0	$0	$0	0	0	0	0	$0	$0	0	0	$0	0	0	0	0	0	0	0	0	0	4
Huntington Park	Los Angeles	5/28/2015	"6,139"	22	13	"$742,226"	8	"$141,316"	5	"100,649"	5	"$100,649"	"$3,285"	"$103,968"	"43,187"	"730,805"	"65,175"	"651,750"	$293	"$3,637"	10	168	"$174,315"	0	"1,143"	"9,686"	1	0	10	9	0	1	2
Hidden Hills	Los Angeles	5/28/2015	642	3	3	"$874,803"	0	$0	0	0	0	$0	$0	$0	0	0	0	0	$0	$0	0	0	$0	0	0	0	0	0	0	0	0	0	0
Hawaiian Gardens	Los Angeles	5/28/2015	"2,259"	9	7	"$431,401"	5	"$159,718"	3	"75,834"	3	"$75,834"	"$2,734"	"$104,829"	"20,754"	"375,078"	0	0	$0	$0	6	102	"$131,338"	"7,720"	337	"10,798"	1	5	5	3	2	0	3
Glendale	Los Angeles	5/28/2015	"38,949"	86	62	"$6,697,112"	38	"$1,272,198"	14	"348,490"	14	"$348,490"	"$4,894"	"$171,540"	"45,463"	"756,130"	"50,600"	"1,012,000"	$228	"$7,263"	11	194	"$603,553"	"7,585"	939	"17,667"	3	5	20	17	2	1	19
Duarte	Los Angeles	5/28/2015	"5,660"	51	44	"$3,329,237"	29	"$583,107"	13	"210,802"	13	"$210,802"	"$6,650"	"$246,470"	"57,472"	"1,013,792"	"42,625"	"426,250"	$192	"$2,378"	15	264	"$365,090"	"9,270"	"1,102"	"23,654"	2	6	21	18	2	1	5
Downey	Los Angeles	5/28/2015	"21,693"	205	151	"$11,288,122"	91	"$2,364,364"	47	"1,131,820"	47	"$1,131,820"	"$33,414"	"$1,167,889"	"359,947"	"6,221,516"	0	0	$0	$0	86	"1,514"	"$1,960,208"	"38,948"	"8,417"	"114,562"	10	26	98	88	10	0	24
Culver City	Los Angeles	5/28/2015	"11,870"	31	27	"$3,584,528"	17	"$496,844"	9	"289,368"	9	"$289,368"	"$5,466"	"$196,111"	"50,374"	"864,286"	0	0	$0	$0	13	221	"$501,158"	"9,632"	"1,033"	"18,993"	2	6	14	12	2	0	8
Cudahy	Los Angeles	5/28/2015	"1,521"	8	6	"$398,576"	5	"$63,378"	2	"25,667"	2	"$25,667"	"$1,484"	"$40,829"	"21,586"	"346,052"	0	0	$0	$0	5	77	"$44,454"	0	600	"3,989"	0	0	3	3	0	0	0
Cerritos	Los Angeles	5/28/2015	"15,397"	44	32	"$3,330,835"	17	"$404,923"	3	"46,680"	3	"$46,680"	"$4,538"	"$177,440"	"33,734"	"612,800"	0	0	$0	$0	9	168	"$80,846"	"15,712"	530	"23,198"	0	10	7	2	5	0	10
Calabasas	Los Angeles	5/28/2015	"7,680"	27	24	"$3,371,941"	14	"$361,790"	8	"194,169"	8	"$194,169"	"$7,771"	"$248,020"	"106,729"	"1,775,097"	"205,975"	"2,568,500"	$927	"$15,659"	24	405	"$336,283"	"9,752"	"2,889"	"21,169"	2	6	15	9	2	4	6
Burbank	Los Angeles	5/28/2015	"25,273"	89	75	"$7,783,000"	46	"$1,205,463"	26	"657,220"	26	"$657,220"	"$11,549"	"$400,691"	"112,360"	"1,892,782"	"235,180"	"4,703,600"	"$1,058"	"$33,758"	28	476	"$1,138,245"	"17,743"	"2,422"	"47,239"	6	12	41	32	6	3	23
Beverly Hills	Los Angeles	5/28/2015	"9,129"	3	2	"$449,031"	2	"$37,127"	1	"22,426"	1	"$22,426"	"$1,026"	"$43,449"	"4,665"	"93,300"	0	0	$0	$0	2	31	"$38,840"	"4,665"	0	"9,501"	0	3	2	0	2	0	9
Bell Gardens	Los Angeles	5/28/2015	"3,541"	12	4	"$238,741"	3	"$79,004"	1	"31,475"	1	"$31,475"	$308	"$12,904"	"1,844"	"36,883"	0	0	$0	$0	1	11	"$54,511"	0	18	"1,318"	0	0	2	2	0	0	3
Avalon	Los Angeles	5/28/2015	"1,210"	0	0	$0	0	$0	0	0	0	$0	$0	$0	0	0	0	0	$0	$0	0	0	$0	0	0	0	0	0	0	0	0	0	0
Artesia	Los Angeles	5/28/2015	"3,496"	10	6	"$409,490"	5	"$113,133"	2	"36,538"	2	"$36,538"	$138	"$5,856"	629	"12,576"	0	0	$0	$0	0	4	"$63,280"	0	0	629	0	0	2	2	0	0	1
Sierra Madre	Los Angeles	10/1/2014	"3,743"	22	18	"$2,338,505"	13	"$319,436"	10	"197,180"	10	"$197,180"	"$9,208"	"$340,489"	"85,001"	"1,485,024"	0	0	$0	$0	21	380	"$341,498"	"21,874"	"1,745"	"36,260"	2	15	23	17	6	0	1
Lancaster	Los Angeles	11/14/2014	"39,471"	734	451	"$15,663,408"	285	"$5,905,115"	219	"4,476,613"	219	"$4,476,613"	"$201,486"	"$7,871,154"	"1,429,511"	"25,919,224"	"852,755"	"12,839,200"	"$3,837"	"$85,302"	391	"7,239"	"$7,753,082"	"612,219"	"20,780"	"817,639"	38	407	383	217	148	18	27
West Covina	Los Angeles	5/23/2014	"24,785"	773	518	"$35,082,154"	319	"$7,427,555"	228	"4,887,910"	228	"$4,887,910"	"$168,060"	"$6,210,121"	"1,550,232"	"27,370,319"	"1,033,205"	"14,650,550"	"$4,649"	"$95,354"	389	"6,987"	"$8,465,410"	"311,134"	"31,810"	"588,189"	42	207	435	352	71	12	12
Walnut	Los Angeles	5/23/2014	"8,776"	133	114	"$12,369,403"	86	"$2,152,978"	65	"1,588,152"	65	"$1,588,152"	"$55,224"	"$2,055,499"	"485,552"	"8,565,897"	"86,200"	"1,453,500"	$388	"$9,720"	124	"2,222"	"$2,750,533"	"113,877"	"9,488"	"211,911"	13	76	130	96	29	5	8
Torrance	Los Angeles	5/23/2014	"37,898"	273	210	"$20,728,512"	138	"$3,229,223"	108	"2,443,603"	108	"$2,443,603"	"$71,323"	"$2,722,537"	"583,422"	"10,456,406"	"296,065"	"3,538,700"	"$1,332"	"$21,592"	152	"2,777"	"$4,232,095"	"161,921"	"10,487"	"277,721"	21	108	189	143	40	6	35
Temple City	Los Angeles	5/23/2014	"9,522"	83	64	"$6,382,111"	42	"$1,023,566"	25	"650,234"	25	"$650,234"	"$26,333"	"$1,035,310"	"196,218"	"3,606,130"	"89,375"	"893,750"	$402	"$4,987"	53	987	"$1,126,145"	"74,104"	"3,096"	"107,493"	6	49	71	50	19	2	7
South Pasadena	Los Angeles	5/23/2014	"6,408"	55	47	"$6,293,404"	32	"$804,212"	20	"492,884"	20	"$492,884"	"$24,062"	"$927,258"	"190,765"	"3,459,810"	0	0	$0	$0	50	927	"$853,629"	"70,066"	"3,293"	"88,784"	4	47	40	24	16	0	1
South El Monte	Los Angeles	5/23/2014	"2,815"	48	30	"$1,822,739"	21	"$589,769"	11	"285,040"	11	"$285,040"	"$8,127"	"$313,404"	"61,584"	"1,124,180"	0	0	$0	$0	16	305	"$493,663"	"21,633"	997	"42,158"	2	14	24	16	8	0	8
Santa Monica	Los Angeles	5/23/2014	"20,730"	73	49	"$9,780,043"	23	"$630,209"	13	"375,652"	13	"$375,652"	"$17,273"	"$574,757"	"195,138"	"3,149,649"	"222,750"	"2,227,500"	"$1,002"	"$12,429"	46	764	"$650,595"	"35,260"	"4,718"	"47,421"	3	23	21	14	6	1	10
San Marino	Los Angeles	5/23/2014	"4,468"	17	13	"$3,670,965"	8	"$204,490"	4	"110,809"	4	"$110,809"	"$7,224"	"$261,069"	"79,778"	"1,386,714"	0	0	$0	$0	19	337	"$191,912"	"17,721"	"1,899"	"25,070"	1	12	9	5	4	0	1
San Gabriel	Los Angeles	5/23/2014	"8,383"	51	38	"$3,945,991"	23	"$645,166"	17	"463,903"	17	"$463,903"	"$14,629"	"$590,089"	"94,124"	"1,764,088"	"7,300"	"109,500"	$33	$690	27	509	"$803,438"	"50,251"	"1,118"	"51,761"	4	33	25	14	10	1	7
San Dimas	Los Angeles	5/23/2014	"9,452"	230	171	"$13,119,687"	126	"$3,082,982"	91	"2,093,618"	91	"$2,093,618"	"$66,185"	"$2,489,646"	"590,294"	"10,558,482"	"136,685"	"1,476,350"	$615	"$8,475"	150	"2,722"	"$3,625,953"	"124,563"	"11,710"	"237,017"	18	83	176	142	28	6	20
Rosemead	Los Angeles	5/23/2014	"9,729"	49	31	"$2,396,193"	23	"$490,309"	14	"297,966"	14	"$297,966"	"$10,529"	"$396,751"	"88,449"	"1,581,110"	"108,845"	"1,088,450"	$490	"$6,074"	23	416	"$516,050"	"26,275"	"1,642"	"37,902"	3	17	23	15	6	2	2
Rolling Hills Estates	Los Angeles	5/23/2014	"3,090"	18	16	"$2,926,605"	11	"$422,360"	7	"244,127"	7	"$244,127"	"$5,340"	"$203,478"	"52,352"	"955,657"	0	0	$0	$0	13	239	"$422,806"	"7,163"	"1,136"	"20,725"	2	5	14	12	2	0	0
Rolling Hills	Los Angeles	5/23/2014	698	3	3	"$881,678"	2	"$120,415"	1	"67,163"	1	"$67,163"	$109	"$4,636"	498	"9,954"	0	0	$0	$0	0	3	"$116,321"	0	0	498	1	0	1	1	0	0	0
Rancho Palos Verdes	Los Angeles	5/23/2014	"14,759"	80	63	"$10,158,198"	37	"$920,542"	25	"557,308"	25	"$557,308"	"$15,718"	"$543,379"	"195,443"	"3,362,673"	"95,810"	"958,100"	$431	"$5,346"	45	789	"$965,207"	"13,156"	"5,016"	"52,464"	5	9	43	38	4	1	4
Pomona	Los Angeles	5/23/2014	"28,792"	"1,265"	843	"$42,734,426"	575	"$12,046,795"	443	"8,876,826"	443	"$8,876,826"	"$267,513"	"$9,863,010"	"2,420,048"	"42,843,224"	"947,925"	"12,324,875"	"$4,266"	"$77,121"	611	"10,987"	"$15,373,847"	"442,583"	"48,710"	"1,020,170"	75	294	837	684	117	36	29
Palmdale	Los Angeles	5/23/2014	"39,277"	970	566	"$20,029,438"	309	"$6,608,125"	212	"4,349,542"	211	"$4,322,969"	"$192,053"	"$7,364,157"	"1,471,678"	"26,399,107"	"1,121,975"	"14,225,525"	"$5,049"	"$87,992"	392	"7,172"	"$7,533,007"	"504,637"	"24,220"	"768,239"	37	335	409	261	125	23	15
Monterey Park	Los Angeles	7/2/2014	"15,085"	90	62	"$5,108,431"	47	"$1,407,429"	29	"779,429"	29	"$779,429"	"$21,564"	"$787,845"	"199,676"	"3,496,296"	"104,335"	"1,043,350"	$470	"$5,822"	50	892	"$1,349,899"	"38,466"	"4,113"	"70,513"	7	26	56	48	7	1	5
Montebello	Los Angeles	5/23/2014	"11,478"	194	128	"$8,308,335"	78	"$1,651,748"	54	"1,112,285"	54	"$1,112,285"	"$28,851"	"$1,087,552"	"254,435"	"4,545,398"	"300,725"	"5,009,450"	"$1,353"	"$34,310"	65	"1,177"	"$1,926,375"	"46,187"	"4,988"	"118,319"	9	31	111	91	14	6	4
Monrovia	Los Angeles	5/23/2014	"9,261"	166	128	"$11,072,587"	89	"$2,244,563"	67	"1,706,818"	67	"$1,706,818"	"$62,708"	"$2,317,735"	"562,335"	"9,933,687"	"29,000"	"488,500"	$131	"$3,265"	142	"2,557"	"$2,956,051"	"132,460"	"11,218"	"207,664"	14	88	155	125	26	4	18
Lomita	Los Angeles	5/23/2014	"4,606"	41	35	"$3,168,066"	25	"$609,556"	18	"407,484"	18	"$407,484"	"$13,456"	"$518,944"	"113,695"	"2,057,721"	"86,130"	"861,300"	$388	"$4,806"	29	540	"$705,725"	"35,141"	"2,125"	"48,785"	3	23	33	24	8	1	4
Lawndale	Los Angeles	5/23/2014	"5,262"	45	32	"$1,911,623"	23	"$403,331"	16	"291,385"	16	"$291,385"	"$8,149"	"$321,852"	"58,736"	"1,097,091"	0	0	$0	$0	16	302	"$504,652"	"16,178"	878	"32,869"	2	11	25	21	4	0	5
La Verne	Los Angeles	5/23/2014	"8,438"	255	186	"$13,816,699"	127	"$2,955,699"	96	"2,138,388"	96	"$2,138,388"	"$76,387"	"$2,869,463"	"656,559"	"11,714,431"	"307,675"	"5,207,625"	"$1,385"	"$34,887"	169	"3,056"	"$3,703,491"	"173,007"	"12,514"	"263,787"	18	115	180	135	36	9	20
La Canada Flintridge	Los Angeles	5/23/2014	"6,919"	38	26	"$5,180,661"	15	"$603,571"	10	"317,271"	10	"$317,271"	"$16,271"	"$664,431"	"98,538"	"1,845,639"	0	0	$0	$0	29	547	"$549,483"	"63,298"	994	"53,614"	3	42	20	10	10	0	4
Irwindale	Los Angeles	5/23/2014	340	1	0	$0	0	$0	0	0	0	$0	$0	$0	0	0	0	0	$0	$0	0	0	$0	0	0	0	0	0	0	0	0	0	5
Inglewood	Los Angeles	5/23/2014	"19,038"	419	272	"$15,732,962"	173	"$4,523,332"	130	"3,278,020"	130	"$3,278,020"	"$59,939"	"$2,210,479"	"572,163"	"10,147,621"	"503,400"	"9,244,450"	"$2,265"	"$64,636"	142	"2,560"	"$5,677,229"	"63,109"	"12,125"	"227,823"	28	42	241	213	18	10	8
Hermosa Beach	Los Angeles	5/23/2014	"6,459"	24	17	"$3,589,482"	11	"$267,740"	9	"216,754"	9	"$216,754"	"$7,815"	"$314,102"	"53,898"	"1,013,034"	0	0	$0	$0	15	284	"$375,397"	"22,934"	743	"35,019"	2	15	16	10	6	0	4
Hawthorne	Los Angeles	5/23/2014	"11,481"	165	113	"$7,495,322"	71	"$1,682,966"	59	"1,388,884"	59	"$1,388,884"	"$26,855"	"$965,135"	"265,387"	"4,632,824"	"55,000"	"550,000"	$248	"$3,069"	65	"1,157"	"$2,405,420"	"25,869"	"5,798"	"101,534"	12	17	97	88	8	1	3
Glendora	Los Angeles	5/23/2014	"14,191"	301	226	"$17,500,074"	161	"$4,069,448"	125	"3,063,264"	125	"$3,063,264"	"$102,520"	"$3,993,368"	"769,629"	"14,122,040"	"747,745"	"9,997,950"	"$3,365"	"$63,501"	207	"3,847"	"$5,305,292"	"261,800"	"12,283"	"334,594"	26	174	255	195	47	13	23
Gardena	Los Angeles	5/23/2014	"12,325"	235	151	"$8,595,122"	101	"$2,277,028"	73	"1,646,161"	73	"$1,646,161"	"$28,205"	"$1,044,831"	"263,192"	"4,660,837"	"58,080"	"1,161,600"	$261	"$8,337"	66	"1,185"	"$2,850,999"	"37,119"	"5,461"	"106,742"	14	25	110	99	10	1	7
El Segundo	Los Angeles	5/23/2014	"4,191"	13	9	"$1,567,625"	7	"$180,039"	5	"96,550"	5	"$96,550"	"$2,361"	"$75,178"	"29,115"	"479,019"	"108,555"	"1,270,825"	$488	"$7,491"	7	112	"$167,215"	"3,250"	744	"12,472"	1	2	8	3	2	3	1
El Monte	Los Angeles	5/23/2014	"15,836"	144	101	"$6,668,601"	67	"$1,722,949"	43	"1,135,946"	43	"$1,135,946"	"$29,667"	"$1,156,467"	"199,192"	"3,630,508"	"340,835"	"4,370,850"	"$1,534"	"$27,464"	56	"1,032"	"$1,967,354"	"86,136"	"2,603"	"123,736"	10	57	76	50	22	4	6
Diamond Bar	Los Angeles	5/23/2014	"17,562"	278	201	"$18,655,418"	144	"$3,429,458"	119	"2,747,513"	119	"$2,747,513"	"$99,631"	"$3,514,836"	"1,007,375"	"17,284,590"	"741,635"	"7,911,350"	"$3,337"	"$45,546"	246	"4,292"	"$4,758,441"	"185,258"	"22,432"	"339,869"	23	123	226	176	41	9	8
Covina	Los Angeles	5/23/2014	"11,233"	373	263	"$16,603,495"	180	"$3,947,618"	136	"2,966,863"	136	"$2,966,863"	"$101,529"	"$3,812,493"	"900,369"	"16,116,203"	"162,870"	"1,772,200"	$733	"$10,309"	229	"4,159"	"$5,138,333"	"212,254"	"17,754"	"361,513"	25	141	278	226	48	4	19
Claremont	Los Angeles	5/23/2014	"9,333"	225	168	"$14,794,858"	115	"$2,643,414"	94	"2,146,873"	94	"$2,146,873"	"$87,638"	"$3,165,514"	"862,606"	"15,058,344"	"115,115"	"1,233,650"	$518	"$7,062"	213	"3,767"	"$3,718,186"	"176,568"	"18,781"	"309,959"	18	117	182	135	42	5	17
Carson	Los Angeles	5/23/2014	"21,369"	641	390	"$23,701,078"	274	"$6,809,823"	190	"4,491,166"	190	"$4,491,166"	"$121,341"	"$4,541,152"	"1,076,896"	"19,182,763"	"630,875"	"8,607,600"	"$2,839"	"$54,444"	274	"4,954"	"$7,778,286"	"236,988"	"21,253"	"478,268"	38	157	351	276	64	11	15
Bradbury	Los Angeles	5/23/2014	347	3	3	"$666,384"	1	"$12,902"	1	"12,902"	1	"$12,902"	$828	"$35,039"	"3,762"	"75,240"	0	0	$0	$0	1	25	"$22,345"	"3,762"	0	"7,836"	0	3	2	0	2	0	0
Bellflower	Los Angeles	7/2/2014	"11,729"	254	172	"$10,358,071"	120	"$2,932,647"	87	"1,909,179"	87	"$1,909,179"	"$53,351"	"$1,891,604"	"552,731"	"9,633,716"	"90,470"	"1,712,900"	$407	"$12,040"	134	"2,370"	"$3,306,522"	"55,827"	"12,550"	"173,813"	16	37	167	153	11	3	9
Baldwin Park	Los Angeles	5/23/2014	"13,745"	225	142	"$7,418,600"	89	"$1,985,759"	58	"1,289,646"	58	"$1,289,646"	"$40,989"	"$1,570,625"	"313,829"	"5,648,204"	"44,000"	"440,000"	$198	"$2,455"	84	"1,533"	"$2,233,548"	"93,110"	"5,159"	"180,063"	11	62	111	82	28	1	8
Azusa	Los Angeles	5/23/2014	"9,215"	200	138	"$7,748,708"	89	"$1,924,278"	68	"1,457,416"	68	"$1,457,416"	"$41,189"	"$1,521,027"	"368,774"	"6,503,955"	"42,000"	"455,000"	$189	"$2,651"	93	"1,676"	"$2,524,110"	"60,468"	"7,345"	"140,265"	12	40	127	113	12	2	7
Arcadia	Los Angeles	7/2/2014	"15,315"	81	66	"$11,256,172"	46	"$1,437,772"	32	"961,802"	32	"$961,802"	"$36,358"	"$1,417,592"	"277,571"	"5,044,563"	"157,175"	"1,952,000"	$707	"$12,069"	74	"1,371"	"$1,665,752"	"107,893"	"4,543"	"145,109"	8	72	71	43	25	3	8
Alhambra	Los Angeles	5/23/2014	"17,519"	153	117	"$9,491,455"	72	"$1,871,323"	60	"1,526,444"	60	"$1,526,444"	"$38,930"	"$1,405,201"	"390,411"	"6,822,001"	"126,225"	"1,262,250"	$568	"$7,043"	96	"1,697"	"$2,643,661"	"57,640"	"8,635"	"144,315"	13	38	135	117	16	2	4
Los Angeles County		5/23/2014	"2,040,138"	"18,173"	"12,487"	"$923,663,508"	"8,032"	"$194,591,133"	"5,059"	"116,278,185"	"5,048"	"$115,943,862"	"$3,537,427"	"$129,507,348"	"32,923,367"	"577,697,850"	"19,650,790"	"277,068,650"	"$88,429"	"$1,788,650"	"8,247"	"147,084"	"$201,383,119"	"6,534,493"	"681,423"	"13,164,008"	987	"4,342"	"9,741"	"7,690"	"1,662"	389	"1,445"
Tehachapi	Kern	3/24/2015	"3,176"	27	20	"$542,213"	13	"$159,388"	8	"111,326"	8	"$111,326"	"$9,306"	"$312,764"	"81,674"	"1,331,134"	0	0	$0	$0	20	329	"$192,806"	"14,787"	"1,871"	"34,864"	1	10	11	7	4	0	7
Shafter	Kern	3/24/2015	"3,813"	42	25	"$688,911"	14	"$285,846"	6	"154,737"	6	"$154,737"	"$10,749"	"$386,507"	"82,549"	"1,389,535"	0	0	$0	$0	21	357	"$267,991"	"22,752"	"1,693"	"35,353"	1	16	10	6	4	0	1
Wasco	Kern	11/14/2014	"4,562"	64	45	"$1,057,038"	26	"$434,517"	19	"318,758"	19	"$318,758"	"$22,132"	"$864,243"	"133,853"	"2,468,041"	0	0	$0	$0	36	677	"$552,060"	"36,474"	"2,056"	"105,093"	3	25	38	26	12	0	0
McFarland	Kern	11/14/2014	"2,467"	28	13	"$322,355"	12	"$167,099"	5	"50,336"	5	"$50,336"	"$5,021"	"$157,671"	"50,325"	"825,991"	0	0	$0	$0	12	195	"$87,178"	"3,667"	"1,257"	"20,696"	0	3	8	6	2	0	1
California City	Kern	11/14/2014	"4,734"	46	30	"$558,248"	21	"$348,074"	12	"189,930"	12	"$189,930"	"$17,186"	"$656,400"	"100,455"	"1,775,089"	0	0	$0	$0	28	497	"$328,941"	"44,297"	"1,458"	"105,882"	2	30	23	7	16	0	0
Bakersfield	Kern	11/14/2014	"99,683"	"1,960"	"1,329"	"$45,826,770"	878	"$18,054,136"	657	"12,824,892"	655	"$12,783,588"	"$845,006"	"$31,455,570"	"5,539,073"	"97,244,792"	"2,055,570"	"28,805,700"	"$9,250"	"$187,086"	"1,460"	"26,114"	"$22,211,532"	"1,645,331"	"95,476"	"3,346,413"	109	"1,122"	"1,162"	753	378	31	113
Arvin	Kern	11/14/2014	"3,507"	24	14	"$293,791"	5	"$92,914"	3	"61,394"	3	"$61,394"	"$4,337"	"$163,819"	"29,342"	"521,901"	0	0	$0	$0	8	139	"$106,329"	"9,799"	526	"27,163"	1	7	7	3	4	0	2
Delano	Kern	7/2/2014	"8,604"	139	93	"$2,639,960"	63	"$1,308,600"	34	"640,398"	34	"$640,398"	"$38,507"	"$1,521,879"	"205,858"	"3,773,266"	0	0	$0	$0	58	"1,086"	"$1,109,110"	"97,233"	"2,506"	"197,092"	5	66	59	31	28	0	2
Ridgecrest	Kern	7/2/2014	"10,086"	101	67	"$1,926,171"	37	"$687,725"	34	"611,202"	34	"$611,202"	"$52,981"	"$2,071,816"	"324,577"	"5,902,559"	0	0	$0	$0	87	"1,620"	"$1,058,546"	"118,095"	"5,086"	"221,457"	5	81	71	43	28	0	5
Taft	Kern	5/23/2014	"2,123"	70	50	"$1,316,213"	45	"$872,638"	31	"647,931"	30	"$631,821"	"$37,549"	"$1,461,141"	"250,489"	"4,628,978"	0	0	$0	$0	66	"1,228"	"$1,122,156"	"39,255"	"4,415"	"130,343"	6	27	64	56	8	0	0
Kern County Unincorporated	Kern	3/5/2014	"93,152"	"1,686"	"1,104"	"$38,250,495"	673	"$13,984,490"	514	"10,245,855"	513	"$10,235,849"	"$667,111"	"$25,426,619"	"4,237,128"	"75,569,658"	"439,015"	"5,469,850"	"$1,976"	"$33,857"	"1,129"	"20,507"	"$17,744,878"	"1,334,512"	"69,993"	"2,630,427"	87	910	919	610	298	11	57
Kern County		3/5/2014	"235,907"	"4,187"	"2,790"	"$93,422,165"	"1,787"	"$36,395,428"	"1,323"	"25,856,759"	"1,319"	"$25,789,339"	"$1,709,886"	"$64,478,430"	"11,035,322"	"195,430,944"	"2,494,585"	"34,275,550"	"$11,226"	"$220,943"	"2,924"	"52,750"	"$44,781,528"	"3,366,202"	"186,338"	"6,854,783"	220	"2,295"	"2,372"	"1,548"	782	42	188
Imperial	Imperial	6/10/2015	"4,521"	25	18	"$518,242"	10	"$116,958"	7	"74,557"	7	"$74,557"	"$8,275"	"$212,592"	"85,533"	"1,286,823"	0	0	$0	$0	21	313	"$129,126"	0	"1,939"	"28,714"	1	0	8	8	0	0	5
Holtville	Imperial	3/24/2015	"1,229"	8	4	"$90,122"	3	"$26,940"	1	"8,168"	1	"$8,168"	"$1,063"	"$44,594"	"6,106"	"122,130"	0	0	$0	$0	2	36	"$14,145"	0	52	"4,594"	0	0	2	2	0	0	2
Calipatria	Imperial	3/24/2015	721	2	1	"$17,187"	1	"$6,022"	1	"6,022"	1	"$6,022"	"$1,147"	"$29,090"	"11,848"	"177,726"	0	0	$0	$0	3	43	"$10,430"	0	268	"3,981"	0	0	1	1	0	0	0
Calexico	Imperial	3/24/2015	"7,330"	79	42	"$1,321,283"	28	"$304,687"	21	"200,235"	21	"$200,235"	"$25,148"	"$655,493"	"254,923"	"3,854,371"	0	0	$0	$0	62	943	"$346,789"	0	"5,688"	"88,196"	2	0	23	23	0	0	5
Imperial County Unincorporated	Imperial	11/14/2014	"8,852"	41	19	"$527,904"	13	"$194,125"	10	"159,088"	10	"$159,088"	"$12,051"	"$351,400"	"117,682"	"1,879,709"	0	0	$0	$0	29	466	"$275,526"	"2,824"	"2,545"	"59,257"	1	2	15	13	2	0	6
El Centro	Imperial	5/23/2014	"9,161"	116	68	"$1,645,629"	39	"$504,331"	32	"349,702"	32	"$349,702"	"$32,865"	"$975,582"	"303,289"	"4,800,260"	0	0	$0	$0	76	"1,217"	"$605,651"	"13,603"	"6,226"	"164,350"	3	8	39	33	6	0	13
Brawley	Imperial	4/14/2014	"5,587"	59	36	"$824,186"	22	"$282,491"	17	"214,641"	17	"$214,641"	"$17,602"	"$527,168"	"162,340"	"2,585,987"	0	0	$0	$0	41	655	"$371,739"	0	"3,331"	"64,721"	2	0	23	23	0	0	2
Imperial County		4/14/2014	"37,401"	330	188	"$4,944,553"	116	"$1,435,553"	89	"1,012,413"	89	"$1,012,413"	"$98,151"	"$2,795,919"	"941,721"	"14,707,006"	0	0	$0	$0	234	"3,674"	"$1,753,406"	"16,427"	"20,048"	"413,813"	9	10	111	103	8	0	33
Coalinga	Fresno	9/15/2015	"3,155"	10	8	"$214,707"	2	"$31,609"	0	0	0	$0	$0	$0	0	0	0	0	$0	$0	0	0	$0	0	0	0	0	0	0	0	0	0	0
Kerman	Fresno	6/10/2015	"2,973"	30	16	"$453,078"	3	"$51,991"	2	"20,157"	2	"$20,157"	"$2,103"	"$52,038"	"27,572"	"413,584"	0	0	$0	$0	6	91	"$34,910"	0	784	"4,594"	0	0	2	2	0	0	0
Selma	Fresno	3/24/2015	"5,558"	44	29	"$802,889"	19	"$300,122"	12	"178,049"	12	"$178,049"	"$10,651"	"$408,486"	"70,705"	"1,262,243"	0	0	$0	$0	19	338	"$308,365"	"14,394"	"1,239"	"31,771"	2	10	19	17	2	0	3
Parlier	Fresno	3/24/2015	"2,246"	11	5	"$135,776"	5	"$38,506"	4	"24,328"	4	"$24,328"	"$2,825"	"$99,550"	"24,398"	"417,156"	0	0	$0	$0	6	103	"$42,134"	0	552	"8,214"	0	0	6	6	0	0	0
Fresno County Unincorporated	Fresno	3/24/2015	"40,602"	483	332	"$16,309,885"	204	"$5,358,129"	126	"3,164,059"	125	"$3,139,691"	"$227,604"	"$8,757,512"	"1,501,568"	"26,733,948"	"416,350"	"6,061,000"	"$1,874"	"$39,881"	395	"7,181"	"$5,479,860"	"532,102"	"26,097"	"704,598"	27	366	237	149	85	3	47
Sanger	Fresno	11/14/2014	"5,832"	114	73	"$2,301,755"	53	"$969,300"	45	"786,416"	45	"$786,416"	"$66,867"	"$2,608,404"	"435,370"	"7,898,106"	"121,000"	"1,210,000"	$545	"$6,752"	115	"2,124"	"$1,362,000"	"128,781"	"7,438"	"257,184"	7	89	98	67	29	2	3
Reedley	Fresno	11/14/2014	"5,438"	62	43	"$1,324,328"	27	"$527,684"	21	"418,124"	21	"$418,124"	"$29,339"	"$1,189,230"	"140,444"	"2,630,161"	0	0	$0	$0	41	789	"$724,152"	"86,437"	"1,259"	"121,570"	4	59	31	13	18	0	5
Kingsburg	Fresno	11/14/2014	"3,497"	46	28	"$1,013,553"	14	"$220,837"	12	"186,711"	12	"$186,711"	"$14,995"	"$528,193"	"105,362"	"1,797,480"	0	0	$0	$0	27	471	"$323,367"	"27,378"	"1,974"	"55,503"	2	19	19	13	6	0	4
